Condition,Case,Diameter,Year,Month,Reference,Consumption,Label
72,10,0.5,9,8,4373.0,27.0,YES
73,1,0.5,9,8,0.0,27.0,YES
73,2,0.5,9,8,987.0,6.0,YES
73,3,0.5,9,8,3125.0,18.0,YES
74,1,0.5,9,8,1420.0,18.0,YES
74,2,0.5,9,8,1653.0,21.0,YES
74,3,0.5,9,8,6386.0,35.0,YES
75,1,0.5,9,8,0.0,26.0,YES
75,2,0.5,9,8,6.0,15.0,YES
75,3,0.5,9,8,163.0,1.0,YES
75,4,0.5,9,8,169.0,19.0,YES
75,5,0.5,9,8,420.0,14.0,YES
75,6,0.5,9,8,460.0,18.0,YES
75,7,0.5,9,8,492.0,22.0,YES
75,8,0.5,9,8,497.0,14.0,YES
75,9,0.5,9,8,503.0,16.0,YES
75,10,0.5,9,8,581.0,25.0,YES
75,11,0.5,9,8,608.0,18.0,YES
75,12,0.5,9,8,619.0,6.0,YES
75,13,0.5,9,8,629.0,10.0,YES
75,14,0.5,9,8,643.0,11.0,YES
75,15,0.5,9,8,660.0,18.0,YES
75,16,0.5,9,8,661.0,30.0,YES
75,17,0.5,9,8,689.0,20.0,YES
75,18,0.5,9,8,699.0,10.0,YES
75,19,0.5,9,8,702.0,29.0,YES
75,20,0.5,9,8,711.0,14.0,YES
75,21,0.5,9,8,733.0,29.0,YES
75,22,0.5,9,8,755.0,27.0,YES
75,23,0.5,9,8,769.0,22.0,YES
75,24,0.5,9,8,810.0,18.0,YES
75,25,0.5,9,8,837.0,30.0,YES
75,26,0.5,9,8,978.0,26.0,YES
75,27,0.5,9,8,1172.0,19.0,YES
75,28,0.5,9,8,1183.0,21.0,YES
75,29,0.5,9,8,1248.0,28.0,YES
75,30,0.5,9,8,1481.0,32.0,YES
75,31,0.5,9,8,1595.0,47.0,YES
75,32,0.5,9,8,1720.0,37.0,YES
75,33,0.5,9,8,1898.0,32.0,YES
75,34,0.5,9,8,2182.0,26.0,YES
76,1,0.5,9,8,113.0,0.0,YES
76,2,0.5,9,8,321.0,30.0,YES
76,3,0.5,9,8,441.0,20.0,YES
76,4,0.5,9,8,542.0,17.0,YES
76,5,0.5,9,8,925.0,20.0,YES
76,6,0.5,9,8,1502.0,46.0,YES
76,7,0.5,9,8,1766.0,10.0,YES
76,8,0.5,9,8,1793.0,15.0,YES
77,1,0.5,9,8,1626.0,17.0,YES
78,1,0.5,9,8,1096.0,0.0,YES
79,1,0.5,9,8,1504.0,10.0,YES
79,2,0.5,9,8,1966.0,46.0,YES
79,3,0.5,9,8,2138.0,26.0,YES
79,4,0.5,9,8,3722.0,27.0,YES
80,1,0.5,9,8,1721.0,6.0,YES
81,1,0.5,9,8,0.0,27.0,YES
81,2,0.5,9,8,0.0,20.0,YES
81,3,0.5,9,8,3.0,21.0,YES
81,4,0.5,9,8,129.0,28.0,YES
81,5,0.5,9,8,195.0,5.0,YES
81,6,0.5,9,8,199.0,21.0,YES
81,7,0.5,9,8,202.0,31.0,YES
81,8,0.5,9,8,250.0,31.0,YES
81,9,0.5,9,8,257.0,17.0,YES
81,10,0.5,9,8,277.0,21.0,YES
81,11,0.5,9,8,289.0,2.0,YES
81,12,0.5,9,8,291.0,26.0,YES
81,13,0.5,9,8,304.0,11.0,YES
81,14,0.5,9,8,315.0,18.0,YES
81,15,0.5,9,8,323.0,27.0,YES
81,16,0.5,9,8,348.0,31.0,YES
81,17,0.5,9,8,401.0,22.0,YES
81,18,0.5,9,8,449.0,11.0,YES
81,19,0.5,9,8,499.0,21.0,YES
81,20,0.5,9,8,551.0,20.0,YES
81,21,0.5,9,8,585.0,49.0,YES
81,22,0.5,9,8,601.0,12.0,YES
81,23,0.5,9,8,628.0,24.0,YES
82,1,0.5,9,8,0.0,20.0,YES
82,2,0.5,9,8,0.0,20.0,YES
82,3,0.5,9,8,0.0,16.0,YES
82,4,0.5,9,8,0.0,19.0,YES
82,5,0.5,9,8,0.0,20.0,YES
82,6,0.5,9,8,0.0,21.0,YES
82,7,0.5,9,8,0.0,58.0,YES
82,8,0.5,9,8,0.0,32.0,YES
82,9,0.5,9,8,0.0,25.0,YES
82,10,0.5,9,8,0.0,17.0,YES
82,11,0.5,9,8,0.0,26.0,YES
82,12,0.5,9,8,0.0,26.0,YES
82,13,0.5,9,8,0.0,25.0,YES
82,14,0.5,9,8,0.0,26.0,YES
82,15,0.5,9,8,0.0,3.0,YES
82,16,0.5,9,8,0.0,26.0,YES
82,17,0.5,9,8,0.0,22.0,YES
82,18,0.5,9,8,0.0,21.0,YES
82,19,0.5,9,8,0.0,28.0,YES
82,20,0.5,9,8,0.0,21.0,YES
83,1,0.5,9,8,1111.0,10.0,YES
84,1,0.5,9,8,2272.0,20.0,YES
84,1,0.5,9,8,2614.0,24.0,YES
85,1,0.5,9,8,4668.0,40.0,NO
86,1,0.5,9,8,108.0,12.0,NO
86,2,0.5,9,8,150.0,40.0,NO
86,3,0.5,9,8,516.0,16.0,NO
86,4,0.5,9,8,1142.0,32.0,NO
87,1,0.5,9,8,0.0,38.0,NO
88,1,3.0,9,8,6614.0,3403.0,NO
128,1,0.5,9,8,166.0,30.0,YES
128,2,0.5,9,8,2484.0,32.0,YES
128,3,0.5,9,8,2740.0,31.0,YES
128,4,0.5,9,8,2740.0,9.0,YES
129,1,0.5,9,8,0.0,21.0,YES
129,2,0.5,9,8,1013.0,25.0,YES
129,3,0.5,9,8,1151.0,20.0,YES
129,4,0.5,9,8,2181.0,22.0,YES
129,5,0.5,9,8,2237.0,23.0,YES
130,1,0.5,9,8,0.0,24.0,YES
130,2,0.5,9,8,0.0,24.0,YES
130,3,0.5,9,8,0.0,24.0,YES
130,4,0.5,9,8,0.0,24.0,YES
130,5,0.5,9,8,0.0,20.0,YES
130,6,0.5,9,8,0.0,24.0,YES
130,7,0.5,9,8,69.0,25.0,YES
130,8,0.5,9,8,235.0,26.0,YES
130,9,0.5,9,8,262.0,11.0,YES
130,10,0.5,9,8,349.0,10.0,YES
130,11,0.5,9,8,390.0,23.0,YES
130,12,0.5,9,8,412.0,25.0,YES
130,13,0.5,9,8,546.0,28.0,YES
130,14,0.5,9,8,1415.0,25.0,YES
130,15,0.5,9,8,1500.0,15.0,YES
130,16,0.5,9,8,1561.0,22.0,YES
130,17,0.5,9,8,2094.0,28.0,YES
130,18,0.5,9,8,2094.0,15.0,YES
130,19,0.5,9,8,2094.0,25.0,YES
131,1,0.5,9,8,0.0,41.0,YES
131,2,0.5,9,8,0.0,50.0,YES
131,3,0.5,9,8,23.0,0.0,YES
131,4,0.5,9,8,543.0,35.0,YES
131,5,0.5,9,8,1354.0,15.0,YES
131,6,0.5,9,8,1780.0,16.0,YES
131,7,0.5,9,8,2055.0,16.0,YES
131,8,0.5,9,8,2588.0,41.0,YES
131,9,0.5,9,8,4259.0,32.0,YES
131,10,0.5,9,8,4426.0,48.0,YES
132,1,0.5,9,8,49.0,16.0,YES
133,1,0.5,9,8,0.0,28.0,YES
133,2,0.5,9,8,206.0,28.0,YES
133,3,0.5,9,8,298.0,25.0,YES
133,4,0.5,9,8,456.0,22.0,YES
133,5,0.5,9,8,554.0,22.0,YES
133,6,0.5,9,8,813.0,28.0,YES
133,7,0.5,9,8,849.0,1.0,YES
134,1,0.5,9,8,0.0,29.0,YES
134,2,0.5,9,8,0.0,17.0,YES
134,3,0.5,9,8,0.0,23.0,YES
134,4,0.5,9,8,0.0,25.0,YES
134,5,0.5,9,8,0.0,10.0,YES
134,6,0.5,9,8,0.0,25.0,YES
134,7,0.5,9,8,0.0,18.0,YES
134,8,0.5,9,8,0.0,10.0,YES
134,9,0.5,9,8,0.0,28.0,YES
134,10,0.5,9,8,0.0,28.0,YES
134,11,0.5,9,8,0.0,24.0,YES
134,12,0.5,9,8,0.0,24.0,YES
134,13,0.5,9,8,0.0,14.0,YES
134,14,0.5,9,8,0.0,22.0,YES
135,1,0.5,9,8,0.0,2.0,NO
136,1,0.5,9,8,2731.0,33.0,NO
137,1,0.5,9,8,0.0,26.0,NO
137,2,0.5,9,8,298.0,21.0,NO
137,3,0.5,9,8,304.0,23.0,NO
137,4,0.5,9,8,706.0,10.0,NO
138,1,0.5,9,8,2404.0,11.0,NO
139,1,0.5,9,8,125.0,12.0,NO
139,2,0.5,9,8,287.0,0.0,NO
139,3,0.5,9,8,365.0,21.0,NO
139,4,0.5,9,8,681.0,26.0,NO
140,1,0.5,9,8,0.0,15.0,NO
140,2,0.5,9,8,0.0,10.0,NO
140,3,0.5,9,8,0.0,22.0,NO
140,4,0.5,9,8,0.0,15.0,NO
140,5,0.5,9,8,0.0,21.0,NO
141,1,0.5,9,8,876.0,8.0,NO
142,1,3.0,9,8,6614.0,3403.0,NO
172,1,0.5,9,8,0.0,39.0,YES
172,2,0.5,9,8,0.0,20.0,YES
172,3,0.5,9,8,234.0,50.0,YES
172,4,0.5,9,8,550.0,8.0,YES
172,5,0.5,9,8,1518.0,15.0,YES
172,6,0.5,9,8,1769.0,10.0,YES
172,7,0.5,9,8,1786.0,37.0,YES
172,8,0.5,9,8,1834.0,21.0,YES
172,9,0.5,9,8,2102.0,18.0,YES
172,10,0.5,9,8,2340.0,25.0,YES
172,11,0.5,9,8,2386.0,27.0,YES
172,12,0.5,9,8,3229.0,28.0,YES
172,13,0.5,9,8,3788.0,41.0,YES
173,1,0.5,9,8,2256.0,5.0,YES
173,1,0.5,9,8,2279.0,16.0,YES
174,1,0.5,9,8,2260.0,46.0,YES
174,1,0.5,9,8,4049.0,31.0,YES
175,1,0.5,9,8,0.0,40.0,YES
175,2,0.5,9,8,0.0,26.0,YES
175,3,0.5,9,8,43.0,29.0,YES
175,4,0.5,9,8,166.0,34.0,YES
175,5,0.5,9,8,227.0,22.0,YES
175,6,0.5,9,8,333.0,15.0,YES
175,7,0.5,9,8,341.0,18.0,YES
175,8,0.5,9,8,341.0,10.0,YES
175,9,0.5,9,8,379.0,25.0,YES
175,10,0.5,9,8,434.0,2.0,YES
175,11,0.5,9,8,445.0,20.0,YES
175,12,0.5,9,8,559.0,19.0,YES
175,13,0.5,9,8,607.0,26.0,YES
175,14,0.5,9,8,679.0,15.0,YES
175,15,0.5,9,8,732.0,21.0,YES
175,16,0.5,9,8,764.0,43.0,YES
175,17,0.5,9,8,776.0,26.0,YES
175,18,0.5,9,8,909.0,25.0,YES
175,19,0.5,9,8,913.0,22.0,YES
175,20,0.5,9,8,919.0,17.0,YES
175,21,0.5,9,8,926.0,25.0,YES
175,22,0.5,9,8,1025.0,21.0,YES
175,23,0.5,9,8,1172.0,26.0,YES
175,24,0.5,9,8,1238.0,13.0,YES
175,25,0.5,9,8,1250.0,10.0,YES
175,26,0.5,9,8,1285.0,21.0,YES
175,27,0.5,9,8,1324.0,20.0,YES
175,28,0.5,9,8,1341.0,51.0,YES
175,29,0.5,9,8,1477.0,21.0,YES
175,30,0.5,9,8,1803.0,21.0,YES
176,1,0.5,9,8,337.0,16.0,YES
176,1,0.5,9,8,1169.0,15.0,YES
177,1,0.5,9,8,1041.0,20.0,YES
178,1,0.5,9,8,1135.0,17.0,YES
178,2,0.5,9,8,1487.0,6.0,YES
178,3,0.5,9,8,1840.0,10.0,YES
178,4,0.5,9,8,2448.0,18.0,YES
178,5,0.5,9,8,3798.0,36.0,YES
178,6,0.5,9,8,4254.0,34.0,YES
178,7,0.5,9,8,4336.0,25.0,YES
179,1,0.5,9,8,256.0,19.0,YES
179,2,0.5,9,8,729.0,21.0,YES
179,3,0.5,9,8,1458.0,8.0,YES
179,4,0.5,9,8,2160.0,14.0,YES
179,5,0.5,9,8,3219.0,30.0,YES
180,1,0.5,9,8,0.0,0.0,YES
181,1,0.5,9,8,0.0,23.0,YES
181,2,0.5,9,8,0.0,18.0,YES
181,3,0.5,9,8,0.0,21.0,YES
181,4,0.5,9,8,0.0,34.0,YES
181,5,0.5,9,8,1.0,26.0,YES
181,6,0.5,9,8,112.0,21.0,YES
181,7,0.5,9,8,127.0,10.0,YES
181,8,0.5,9,8,149.0,13.0,YES
181,9,0.5,9,8,190.0,26.0,YES
181,10,0.5,9,8,197.0,15.0,YES
181,11,0.5,9,8,231.0,17.0,YES
181,12,0.5,9,8,305.0,83.0,YES
181,13,0.5,9,8,307.0,20.0,YES
181,14,0.5,9,8,317.0,21.0,YES
181,15,0.5,9,8,323.0,19.0,YES
181,16,0.5,9,8,370.0,17.0,YES
181,17,0.5,9,8,380.0,34.0,YES
181,18,0.5,9,8,411.0,18.0,YES
181,19,0.5,9,8,458.0,0.0,YES
181,20,0.5,9,8,469.0,19.0,YES
181,21,0.5,9,8,479.0,31.0,YES
181,22,0.5,9,8,498.0,40.0,YES
181,23,0.5,9,8,503.0,0.0,YES
181,24,0.5,9,8,507.0,30.0,YES
181,25,0.5,9,8,527.0,79.0,YES
181,26,0.5,9,8,543.0,27.0,YES
181,27,0.5,9,8,561.0,26.0,YES
181,28,0.5,9,8,567.0,24.0,YES
181,29,0.5,9,8,643.0,25.0,YES
181,30,0.5,9,8,653.0,25.0,YES
181,31,0.5,9,8,722.0,32.0,YES
181,32,0.5,9,8,874.0,21.0,YES
181,33,0.5,9,8,874.0,10.0,YES
182,1,0.5,9,8,0.0,45.0,YES
182,2,0.5,9,8,0.0,21.0,YES
182,3,0.5,9,8,0.0,40.0,YES
182,4,0.5,9,8,0.0,18.0,YES
182,5,0.5,9,8,0.0,14.0,YES
182,6,0.5,9,8,0.0,22.0,YES
182,7,0.5,9,8,0.0,26.0,YES
182,8,0.5,9,8,0.0,23.0,YES
182,9,0.5,9,8,0.0,0.0,YES
182,10,0.5,9,8,0.0,30.0,YES
182,11,0.5,9,8,0.0,15.0,YES
182,12,0.5,9,8,0.0,21.0,YES
182,13,0.5,9,8,0.0,10.0,YES
182,14,0.5,9,8,0.0,26.0,YES
182,15,0.5,9,8,0.0,32.0,YES
182,16,0.5,9,8,0.0,46.0,YES
182,17,0.5,9,8,0.0,25.0,YES
182,18,0.5,9,8,0.0,15.0,YES
183,1,0.5,9,8,1661.0,13.0,YES
183,1,0.5,9,8,4188.0,8.0,YES
184,1,0.5,9,8,986.0,15.0,YES
184,2,0.5,9,8,1493.0,7.0,YES
184,3,0.5,9,8,2531.0,24.0,YES
184,4,0.5,9,8,2763.0,22.0,YES
185,1,0.5,9,8,3364.0,67.0,NO
186,1,1.0,9,8,7380.0,732.0,NO
187,1,0.5,9,8,19349.0,3.0,NO
188,1,0.5,9,8,1258.0,16.0,NO
189,1,0.5,9,8,270.0,10.0,NO
190,1,0.5,9,8,39.0,10.0,NO
191,1,0.5,9,8,0.0,10.0,NO
192,1,0.75,9,8,957.0,26.0,NO
193,1,0.75,9,8,7667.0,280.0,NO
194,1,0.75,9,8,0.0,94.0,YES
195,1,0.75,9,8,99.0,77.0,YES
196,1,1.0,9,8,7874.0,217.0,YES
197,1,1.5,9,8,2155.0,151.0,YES
198,1,0.5,9,8,11030.0,226.0,YES
199,1,0.5,9,8,114.0,26.0,NO
199,2,0.5,9,8,249.0,2.0,NO
199,3,0.5,9,8,550.0,7.0,NO
199,4,0.5,9,8,863.0,3.0,NO
199,5,0.5,9,8,1705.0,8.0,NO
199,6,0.5,9,8,1768.0,20.0,NO
199,7,0.5,9,8,3394.0,27.0,NO
199,8,0.5,9,8,3517.0,5.0,NO
199,9,0.5,9,8,4226.0,12.0,NO
200,1,0.5,9,8,226.0,27.0,NO
200,2,0.5,9,8,785.0,20.0,NO
200,3,0.5,9,8,4218.0,42.0,NO
201,1,0.5,9,8,0.0,30.0,NO
201,2,0.5,9,8,0.0,35.0,NO
201,3,0.5,9,8,0.0,22.0,NO
201,4,0.5,9,8,3.0,10.0,NO
201,5,0.5,9,8,20.0,10.0,NO
201,6,0.5,9,8,37.0,10.0,NO
201,7,0.5,9,8,57.0,10.0,NO
201,8,0.5,9,8,61.0,45.0,NO
201,9,0.5,9,8,88.0,10.0,NO
201,10,0.5,9,8,99.0,0.0,NO
201,11,0.5,9,8,127.0,10.0,NO
201,12,0.5,9,8,145.0,10.0,NO
201,13,0.5,9,8,148.0,15.0,NO
201,14,0.5,9,8,166.0,3.0,NO
201,15,0.5,9,8,171.0,12.0,NO
201,16,0.5,9,8,172.0,2.0,NO
201,17,0.5,9,8,198.0,8.0,NO
201,18,0.5,9,8,200.0,10.0,NO
201,19,0.5,9,8,208.0,11.0,NO
201,20,0.5,9,8,215.0,5.0,NO
201,21,0.5,9,8,239.0,20.0,NO
201,22,0.5,9,8,291.0,19.0,NO
201,23,0.5,9,8,309.0,19.0,NO
201,24,0.5,9,8,408.0,35.0,NO
201,25,0.5,9,8,417.0,0.0,NO
201,26,0.5,9,8,524.0,10.0,NO
201,27,0.5,9,8,574.0,10.0,NO
201,28,0.5,9,8,622.0,22.0,NO
201,29,0.5,9,8,679.0,10.0,NO
201,30,0.5,9,8,772.0,40.0,NO
201,31,0.5,9,8,846.0,30.0,NO
201,32,0.5,9,8,866.0,10.0,NO
201,33,0.5,9,8,902.0,10.0,NO
201,34,0.5,9,8,1026.0,10.0,NO
201,35,0.5,9,8,1559.0,26.0,NO
201,36,0.5,9,8,2133.0,29.0,NO
201,37,0.5,9,8,2257.0,33.0,NO
201,38,0.5,9,8,5264.0,22.0,NO
202,1,0.5,9,8,107.0,4.0,NO
202,2,0.5,9,8,279.0,10.0,NO
202,3,0.5,9,8,477.0,4.0,NO
202,4,0.5,9,8,605.0,28.0,NO
202,5,0.5,9,8,810.0,23.0,NO
202,6,0.5,9,8,997.0,9.0,NO
202,7,0.5,9,8,1912.0,15.0,NO
202,8,0.5,9,8,5913.0,20.0,NO
203,1,0.5,9,8,1084.0,4.0,NO
203,1,0.5,9,8,5540.0,36.0,NO
204,1,0.5,9,8,0.0,30.0,NO
204,2,0.5,9,8,3.0,23.0,NO
204,3,0.5,9,8,7.0,10.0,NO
204,4,0.5,9,8,11.0,10.0,NO
204,5,0.5,9,8,31.0,15.0,NO
204,6,0.5,9,8,51.0,11.0,NO
204,7,0.5,9,8,95.0,3.0,NO
204,8,0.5,9,8,105.0,30.0,NO
204,9,0.5,9,8,116.0,49.0,NO
204,10,0.5,9,8,134.0,10.0,NO
204,11,0.5,9,8,193.0,30.0,NO
204,12,0.5,9,8,249.0,40.0,NO
204,13,0.5,9,8,314.0,1.0,NO
204,14,0.5,9,8,702.0,0.0,NO
204,15,0.5,9,8,702.0,2.0,NO
205,1,0.5,9,8,0.0,10.0,NO
205,2,0.5,9,8,0.0,35.0,NO
205,3,0.5,9,8,0.0,10.0,NO
205,4,0.5,9,8,0.0,10.0,NO
205,5,0.5,9,8,0.0,10.0,NO
205,6,0.5,9,8,0.0,15.0,NO
205,7,0.5,9,8,0.0,15.0,NO
205,8,0.5,9,8,0.0,23.0,NO
205,9,0.5,9,8,0.0,15.0,NO
205,10,0.5,9,8,0.0,2.0,NO
205,11,0.5,9,8,0.0,10.0,NO
205,12,0.5,9,8,0.0,10.0,NO
205,13,0.5,9,8,0.0,23.0,NO
205,14,0.5,9,8,0.0,15.0,NO
205,15,0.5,9,8,0.0,13.0,NO
205,16,0.5,9,8,0.0,10.0,NO
205,17,0.5,9,8,0.0,0.0,NO
205,18,0.5,9,8,0.0,18.0,NO
205,19,0.5,9,8,0.0,10.0,NO
205,20,0.5,9,8,0.0,10.0,NO
205,21,0.5,9,8,0.0,10.0,NO
205,22,0.5,9,8,0.0,10.0,NO
206,1,0.5,9,8,382.0,2.0,NO
206,2,0.5,9,8,782.0,0.0,NO
206,3,0.5,9,8,3545.0,11.0,NO
207,1,0.5,9,8,2761.0,18.0,NO
208,1,0.5,9,8,58.0,30.0,NO
208,1,0.5,9,8,822.0,10.0,NO
209,1,0.5,9,8,179.0,7.0,NO
209,1,0.5,9,8,1496.0,2.0,NO
210,1,0.5,9,8,6.0,28.0,NO
211,1,0.75,9,8,1930.0,10.0,NO
211,2,0.75,9,8,3545.0,36.0,NO
211,3,0.75,9,8,7175.0,60.0,NO
212,1,0.75,9,8,1009.0,24.0,NO
212,1,0.75,9,8,2634.0,20.0,NO
213,1,1.0,9,8,8145.0,331.0,NO
214,1,1.0,9,8,8950.0,473.0,NO
215,1,1.0,9,8,3885.0,174.0,NO
216,1,1.5,9,8,49366.0,718.0,NO
217,1,1.5,9,8,2172.0,50.0,NO
218,1,3.0,9,8,6614.0,3403.0,NO
219,1,0.5,9,8,3060.0,40.0,YES
243,1,0.5,9,8,615.0,6.0,YES
243,2,0.5,9,8,2925.0,43.0,YES
243,3,0.5,9,8,5390.0,56.0,YES
244,1,0.5,9,8,81.0,9.0,YES
244,2,0.5,9,8,592.0,0.0,YES
244,3,0.5,9,8,2232.0,24.0,YES
245,1,0.5,9,8,232.0,8.0,YES
245,2,0.5,9,8,501.0,35.0,YES
245,3,0.5,9,8,516.0,15.0,YES
245,4,0.5,9,8,599.0,10.0,YES
245,5,0.5,9,8,611.0,28.0,YES
245,6,0.5,9,8,691.0,14.0,YES
245,7,0.5,9,8,725.0,32.0,YES
245,8,0.5,9,8,788.0,31.0,YES
245,9,0.5,9,8,1769.0,22.0,YES
245,10,0.5,9,8,1872.0,43.0,YES
246,1,0.5,9,8,2889.0,44.0,YES
246,1,0.5,9,8,3155.0,47.0,YES
247,1,0.5,9,8,3975.0,34.0,YES
248,1,0.5,9,8,78.0,10.0,YES
248,2,0.5,9,8,100.0,22.0,YES
248,3,0.5,9,8,140.0,12.0,YES
248,4,0.5,9,8,270.0,25.0,YES
248,5,0.5,9,8,445.0,36.0,YES
248,6,0.5,9,8,460.0,36.0,YES
248,7,0.5,9,8,468.0,14.0,YES
248,8,0.5,9,8,568.0,37.0,YES
248,9,0.5,9,8,696.0,22.0,YES
248,10,0.5,9,8,720.0,42.0,YES
248,11,0.5,9,8,879.0,25.0,YES
249,1,0.5,9,8,0.0,25.0,YES
249,2,0.5,9,8,0.0,22.0,YES
249,3,0.5,9,8,0.0,20.0,YES
249,4,0.5,9,8,0.0,21.0,YES
249,5,0.5,9,8,0.0,25.0,YES
249,6,0.5,9,8,0.0,28.0,YES
250,1,0.5,9,8,1899.0,28.0,YES
250,1,0.5,9,8,2578.0,16.0,YES
251,1,0.5,9,8,116.0,60.0,NO
252,1,0.5,9,8,457.0,15.0,NO
253,1,0.5,9,8,570.0,3.0,NO
254,1,0.5,9,8,93.0,34.0,NO
255,1,0.5,9,8,1139.0,19.0,NO
256,1,0.5,9,8,0.0,30.0,NO
257,1,0.75,9,8,130.0,176.0,NO
257,2,0.75,9,8,263.0,100.0,NO
257,3,0.75,9,8,1823.0,62.0,NO
258,1,1.0,9,8,6764.0,132.0,NO
259,1,0.5,9,8,0.0,4.0,YES
262,1,3.0,9,8,6614.0,3403.0,NO
267,1,0.5,9,8,1703.0,393.0,NO
268,1,0.5,9,8,0.0,50.0,NO
269,1,0.5,9,8,0.0,10.0,NO
269,2,0.5,9,8,0.0,420.0,NO
269,3,0.5,9,8,0.0,10.0,NO
269,4,0.5,9,8,0.0,61.0,NO
269,5,0.5,9,8,0.0,10.0,NO
270,1,2.0,9,8,396.0,30.0,NO
271,1,3.0,9,8,6614.0,3403.0,NO
1,1,0.5,9,9,764.0,8.0,NO
2,1,0.5,9,9,576.0,13.0,NO
2,2,0.5,9,9,702.0,12.0,NO
2,3,0.5,9,9,1165.0,8.0,NO
2,4,0.5,9,9,1299.0,2.0,NO
2,5,0.5,9,9,1448.0,0.0,NO
2,6,0.5,9,9,2120.0,6.0,NO
2,7,0.5,9,9,3095.0,19.0,NO
3,1,0.5,9,9,6492.0,23.0,NO
4,1,0.5,9,9,42.0,3.0,NO
4,2,0.5,9,9,472.0,40.0,NO
4,3,0.5,9,9,784.0,17.0,NO
4,4,0.5,9,9,811.0,12.0,NO
4,5,0.5,9,9,875.0,4.0,NO
4,6,0.5,9,9,1107.0,3.0,NO
4,7,0.5,9,9,1170.0,8.0,NO
4,8,0.5,9,9,1209.0,8.0,NO
4,9,0.5,9,9,1430.0,22.0,NO
4,10,0.5,9,9,1498.0,10.0,NO
4,11,0.5,9,9,1717.0,10.0,NO
4,12,0.5,9,9,2209.0,3.0,NO
4,13,0.5,9,9,5368.0,32.0,NO
5,1,0.5,9,9,0.0,10.0,NO
5,2,0.5,9,9,2.0,10.0,NO
5,3,0.5,9,9,20.0,31.0,NO
5,4,0.5,9,9,67.0,10.0,NO
5,5,0.5,9,9,99.0,3.0,NO
5,6,0.5,9,9,204.0,10.0,NO
5,7,0.5,9,9,225.0,10.0,NO
5,8,0.5,9,9,263.0,10.0,NO
5,9,0.5,9,9,278.0,10.0,NO
5,10,0.5,9,9,294.0,10.0,NO
5,11,0.5,9,9,304.0,15.0,NO
5,12,0.5,9,9,324.0,10.0,NO
5,13,0.5,9,9,327.0,30.0,NO
5,14,0.5,9,9,355.0,10.0,NO
5,15,0.5,9,9,418.0,10.0,NO
5,16,0.5,9,9,498.0,10.0,NO
5,17,0.5,9,9,518.0,10.0,NO
5,18,0.5,9,9,795.0,10.0,NO
5,19,0.5,9,9,998.0,10.0,NO
5,20,0.5,9,9,1147.0,30.0,NO
6,1,0.5,9,9,7556.0,47.0,NO
7,1,0.5,9,9,339.0,2.0,NO
8,1,0.5,9,9,44.0,0.0,NO
8,2,0.5,9,9,608.0,0.0,NO
8,3,0.5,9,9,608.0,17.0,NO
8,4,0.5,9,9,608.0,16.0,NO
9,1,0.5,9,9,4.0,1.0,NO
9,2,0.5,9,9,29.0,4.0,NO
9,3,0.5,9,9,60.0,2.0,NO
9,4,0.5,9,9,164.0,11.0,NO
10,1,0.5,9,9,0.0,10.0,NO
10,2,0.5,9,9,0.0,10.0,NO
10,3,0.5,9,9,0.0,10.0,NO
10,4,0.5,9,9,0.0,65.0,NO
10,5,0.5,9,9,0.0,20.0,NO
10,6,0.5,9,9,0.0,30.0,NO
10,7,0.5,9,9,0.0,17.0,NO
10,8,0.5,9,9,0.0,10.0,NO
11,1,0.5,9,9,581.0,17.0,NO
11,1,0.5,9,9,1839.0,52.0,NO
12,1,0.5,9,9,1032.0,10.0,NO
13,1,1.0,9,9,3029.0,9.0,NO
13,1,1.0,9,9,8830.0,29.0,NO
14,1,3.0,9,9,6614.0,3785.0,NO
15,1,0.5,9,9,0.0,18.0,YES
22,1,0.5,9,9,580.0,2.0,YES
23,1,0.5,9,9,136.0,0.0,YES
23,1,0.5,9,9,136.0,10.0,YES
24,1,0.5,9,9,0.0,20.0,YES
25,1,0.75,9,9,1043.0,0.0,NO
31,1,2.0,9,9,10011.0,55.0,YES
32,1,10.0,9,9,61290.0,48978.0,YES
33,1,0.5,9,9,29.0,10.0,NO
33,2,0.5,9,9,33.0,15.0,NO
33,3,0.5,9,9,113.0,20.0,NO
33,4,0.5,9,9,784.0,25.0,NO
34,1,0.5,9,9,170.0,18.0,NO
35,1,0.5,9,9,0.0,21.0,NO
35,2,0.5,9,9,0.0,19.0,NO
35,3,0.5,9,9,0.0,30.0,NO
36,1,3.0,9,9,6614.0,3785.0,NO
72,1,0.5,9,9,482.0,28.0,YES
72,2,0.5,9,9,972.0,0.0,YES
72,3,0.5,9,9,1159.0,15.0,YES
72,4,0.5,9,9,1952.0,13.0,YES
72,5,0.5,9,9,2085.0,14.0,YES
72,6,0.5,9,9,3627.0,21.0,YES
72,7,0.5,9,9,3828.0,31.0,YES
72,8,0.5,9,9,3838.0,33.0,YES
72,9,0.5,9,9,3883.0,33.0,YES
72,10,0.5,9,9,4373.0,20.0,YES
73,1,0.5,9,9,0.0,27.0,YES
73,2,0.5,9,9,987.0,5.0,YES
73,3,0.5,9,9,3125.0,13.0,YES
74,1,0.5,9,9,1420.0,21.0,YES
74,2,0.5,9,9,1653.0,16.0,YES
74,3,0.5,9,9,6386.0,30.0,YES
75,1,0.5,9,9,0.0,23.0,YES
75,2,0.5,9,9,6.0,15.0,YES
